Time,Temperature,Humidity
00:49:51,30.0,78.9
00:50:16,30.0,78.6
00:50:40,30.0,78.6
00:51:05,29.9,78.6
00:51:29,29.9,78.8
00:51:53,29.9,78.8
00:52:17,29.8,78.9
